timestamp,Channel 1,Channel 2,Channel 3
1767760632,6873.863538106282,12080168,517
1767760632,6867.372592290242,12080173,517
1767760632,6862.901051839192,12080174,517
1767760632,6863.766511281331,12080175,517
1767760632,6871.796051661174,12080178,517
1767760632,6930.166482925415,12080181,517
1767760632,6935.311158498128,12080177,517
1767760632,6935.311158498128,12080178,517
1767760632,6933.051347732544,12080181,517
1767760632,6932.330131530762,12080180,517
1767760632,6967.333157857259,12080178,517
1767760632,6990.075508753459,12080174,517
1767760632,7012.673616409302,12080169,517
1767760632,7030.463616053264,12080168,517
1767760632,7040.368318557739,12080164,517
1767760632,7041.57034556071,12080158,517
1767760632,7035.896778106689,12080151,517
1767760632,7027.290264765422,12080148,517
1767760632,7021.039724349976,12080141,517
1767760632,7021.424372990926,12080134,517
1767760632,7029.694318771362,12080126,517
1767760632,7043.012777964274,12080118,517
1767760632,7055.6581020355225,12080112,517
1767760632,7060.610453287761,12080100,517
1767760632,7052.5328318278,12080092,517
1767760632,7029.213507970174,12080078,517
1767760632,6993.1526978810625,12080065,517
1767760632,6950.504779815674,12080051,517
1767760632,6909.5877806345625,12080039,517
1767760632,6877.710024515788,12080025,517
1767760632,6858.573754628499,12080010,517
1767760632,6851.361592610677,12079994,517
1767760632,6851.746241251628,12079978,517
1767760632,6854.150295257568,12079957,517
1767760632,6854.438781738281,12079936,517
1767760632,6850.976943969727,12079918,517
1767760632,6845.111052195231,12079898,517
1767760632,6840.062538782756,12079876,517
1767760632,6839.052836100261,12079853,517
1767760632,6843.909025192261,12079832,517
1767760632,6853.5252412160235,12079805,517
1767760632,6864.63197072347,12079782,517
1767760632,6876.123348871867,12079699,517
1767760632,6871.892213821411,12079675,517
1767760632,6867.228349049886,12079640,517
1767760632,6864.391565322876,12079612,517
1767760632,6864.535808563232,12079579,517
1767760632,6873.911619186401,12079485,517
1767760632,6875.642538070679,12079457,517
1767760632,6877.084970474243,12079421,517
1767760632,6880.354483922322,12079383,517
1767760632,6886.941591898601,12079351,517
1767760632,6896.798213322957,12079316,517
1767760632,6908.241510391235,12079283,517
1767760632,6914.4439697265625,12079111,517
1767760632,6908.2895914713545,12079081,517
1767760632,6905.5970509847,12079044,517
1767760632,6915.069023768107,12078947,517
1767760632,6914.732456207275,12078916,517
1767760632,6909.203131993611,12078882,517
1767760632,6899.346510569255,12078855,517
1767760632,6888.287862141927,12078823,517
1767760632,6880.306402842204,12078793,517
1767760632,6879.537105560303,12078771,517
1767760632,6887.566645940145,12078744,517
1767760632,6950.26437441508,12078645,517
1767760632,6952.956914901733,12078619,517
1767760632,6948.148806889852,12078596,517
1767760632,6938.869158426921,12078581,517
1767760632,6929.15678024292,12078558,517
1767760632,6922.569672266643,12078547,517
1767760632,6921.127239863078,12078530,517
1767760632,6924.348672231038,12078512,517
1767760632,6929.493347803752,12078499,517
1767760632,6932.859023412068,12078483,517
1767760632,6931.656996409099,12078471,517
1767760632,6924.829483032227,12078464,517
1767760632,6913.290023803711,12078455,517
1767760632,6899.634997049968,12078448,517
1767760632,6887.278159459432,12078440,517
1767760632,6879.537105560303,12078435,517
1767760632,6878.238916397095,12078429,517
1767760632,6883.0470244089765,12078426,517
1767760632,6891.605456670125,12078424,517
1767760632,6900.7408618927,12078421,517
1767760632,6907.856861750285,12078425,517
1767760632,6915.020942687988,12078422,517
