timestamp,Channel 1,Channel 2,Channel 3
1767763097,6431.181033452352,11761737,68
1767763097,6416.372060775757,11761736,68
1767763097,6412.621736526489,11761732,68
1767763097,6417.814493179321,11761735,68
1767763097,6426.997979482015,11761727,68
1767763097,6434.594790140788,11761719,68
1767763098,6437.431573867798,11761716,68
1767763098,6435.267925262451,11761711,68
1767763098,6430.267492930095,11761702,68
1767763098,6424.690087636312,11761694,68
1767763098,6420.026222864787,11761688,68
1767763098,6415.795087814331,11761682,68
1767763098,6410.4100068410235,11761671,68
1767763098,6402.572790781657,11761664,68
1767763098,6392.139196395874,11761654,68
1767763098,6380.743980407715,11761644,68
1767763098,6370.935440063477,11761631,68
1767763098,6365.502278010051,11761624,68
1767763098,6365.790764490764,11761608,68
1767763098,6371.512413024902,11761597,68
1767763098,6380.551656087239,11761586,68
1767763098,6390.0236288706465,11761576,68
1767763098,6397.428115208943,11761561,68
1767763098,6401.418844858806,11761546,68
1767763098,6402.572790781657,11761536,68
1767763098,6402.909358342488,11761519,68
1767763098,6404.9287637074785,11761510,68
1767763098,6410.650412241618,11761490,68
1767763098,6420.69935798645,11761480,68
1767763098,6433.921655019124,11761466,68
1767763098,6447.384357452393,11761448,68
1767763098,6457.914113998413,11761438,68
1767763098,6462.674140930176,11761422,68
1767763098,6461.183627446492,11761409,68
1767763098,6455.365816752116,11761396,68
1767763098,6449.451843897502,11761382,68
1767763098,6448.586384455363,11761371,68
1767763098,6456.615924835205,11761360,68
1767763098,6474.69441095988,11761340,68
1767763098,6500.321626663208,11761330,68
1767763098,6527.872085571289,11761320,68
1767763098,6550.902922948201,11761308,68
1767763098,6564.077138900757,11761298,68
1767763098,6565.663814544678,11761287,68
1767763098,6558.211247126262,11761277,68
1767763098,6546.8160311381025,11761268,68
1767763098,6537.632544835408,11761261,68
1767763098,6534.747680028279,11761252,68
1767763098,6538.449923197429,11761247,68
1767763098,6545.5178419748945,11761237,68
1767763098,6550.854841868083,11761231,68
1767763098,6549.74897702535,11761228,68
1767763098,6540.277004241943,11761222,68
1767763098,6524.362166722615,11761217,68
1767763098,6506.812572479248,11761214,68
1767763098,6493.109464645386,11761211,68
1767763098,6486.955086390178,11761210,68
1767763098,6488.87832959493,11761210,68
1767763098,6496.2828159332275,11761213,68
