timestamp,Channel 1,Channel 2,Channel 3
1767762156,6105.81636428833,11420329,79
1767762156,6233.519713083903,11420332,79
1767762156,6357.328494389852,11420330,79
1767762156,6441.374222437541,11420326,79
1767762156,6456.279357274373,11420326,79
1767762156,6389.735142389934,11420324,77
1767762156,6251.742442448934,11420317,77
1767762156,6072.5923379262285,11420319,77
1767762156,5893.874963124593,11420317,77
1767762156,5754.968722661336,11420313,77
1767762156,5680.923859278361,11420309,77
1767762156,5676.163832346599,11420309,77
1767762156,5725.831588109334,11420307,77
1767762156,5803.194046020508,11420303,77
1767762156,5880.652666091919,11420295,77
1767762156,5938.590367635091,11420294,77
1767762156,5970.179637273152,11420290,77
1767762156,5980.661312739055,11420287,77
1767762156,5981.815258661906,11420285,77
1767762156,5985.084772109985,11420281,77
1767762156,5995.614528656006,11420279,77
1767762156,6011.144717534383,11420273,77
1767762156,6025.040149688721,11420267,77
1767762156,6030.425230662028,11420265,77
1767762156,6024.847825368245,11420264,77
1767762156,6010.904312133789,11420261,77
1767762156,5995.374123255412,11420254,77
1767762156,5985.902150472005,11420253,77
1767762156,5987.296501795451,11420253,77
1767762156,5999.605258305867,11420247,77
1767762156,6017.924149831136,11420242,77
1767762156,6034.656365712483,11420237,77
1767762156,6043.551365534465,11420234,77
1767762156,6042.060852050781,11420234,77
1767762156,6032.1080684661865,11420232,77
1767762156,6018.693447113037,11420230,77
1767762156,6007.346312204997,11420228,77
1767762156,6002.538204193115,11420222,77
1767762156,6006.00004196167,11420218,77
1767762156,6016.674041748047,11420220,77
1767762156,6031.290690104167,11420218,77
1767762156,6045.955419540405,11420212,77
1767762156,6057.591040929158,11420212,77
1767762156,6064.947446187337,11420211,77
1767762156,6068.457365036011,11420212,77
1767762156,6069.467067718506,11420209,77
1767762156,6069.611310958862,11420211,77
1767762156,6070.621013641357,11420211,77
1767762156,6073.602040608724,11420215,77
1767762156,6078.890959421794,11420212,77
1767762156,6085.2376619974775,11420216,77
1767762156,6090.334256490071,11420220,77
1767762156,6091.728607813518,11420223,77
1767762156,6087.930202484131,11420225,77
1767762156,6079.7083377838135,11420230,77
1767762156,6069.7074731191,11420234,77
1767762156,6061.870257059733,11420240,77
1767762156,6060.523986816406,11420249,77
1767762156,6068.409283955892,11420255,77
1767762156,6084.949175516765,11420263,77
1767762156,6105.672121047974,11420271,77
1767762156,6123.173634211223,11420281,77
1767762156,6130.241552988688,11420291,77
1767762156,6122.548580169678,11420301,77
1767762156,6100.527445475261,11420318,77
1767762156,6069.418986638387,11420329,77
1767762156,6036.964257558187,11420344,77
1767762156,6011.192798614502,11420356,77
1767762156,5997.297366460164,11420371,77
1767762156,5995.999177296956,11420387,77
1767762157,6003.355582555135,11420406,77
1767762157,6013.019879659017,11420426,77
1767762157,6019.126176834106,11420446,77
1767762157,6019.126176834106,11420463,77
1767762157,6013.885339101155,11420485,77
1767762157,6006.8174203236895,11420505,77
1767762157,6001.52850151062,11420527,77
1767762157,6000.182231267293,11420548,77
1767762157,6002.730528513591,11420574,77
1767762157,6006.721258163452,11420599,77
1767762157,6009.077231089274,11420624,77
1767762157,6007.1539878845215,11420649,77
1767762157,6000.182231267293,11420677,77
1767762157,5989.892880121867,11420702,77
1767762157,5979.074637095134,11420738,77
1767762157,5970.179637273152,11420764,77
1767762157,5964.457988739014,11420791,77
1767762157,5962.342421213786,11420822,77
1767762157,5963.832934697469,11420851,77
1767762157,5969.362258911133,11420881,77
1767762157,5979.3150424957275,11420911,77
1767762157,5993.595123291016,11420941,77
1767762157,6011.144717534383,11420975,77
1767762157,6029.223203659058,11421003,77
1767762157,6044.128338495891,11421034,77
1767762157,6051.965554555257,11421066,77
1767762157,6050.619284311931,11421100,77
1767762157,6041.099230448405,11421131,77
1767762157,6027.8769334157305,11421164,77
1767762157,6017.2029336293535,11421194,77
1767762157,6014.318068822225,11421224,77
1767762157,6020.905176798503,11421259,77
1767762157,6034.3678792317705,11421289,77
1767762157,6049.080689748128,11421324,77
1767762157,6058.889230092366,11421352,77
1767762157,6059.514284133911,11421385,77
1767762157,6050.763527552287,11421413,77
1767762157,6036.43536567688,11421448,77
1767762157,6022.347609202067,11421476,77
1767762157,6013.9815012613935,11421506,77
1767762157,6012.779474258423,11421538,77
1767762157,6016.193230946858,11421564,77
1767762157,6019.270420074463,11421598,77
1767762157,6017.731825510661,11421623,77
1767762157,6010.663906733195,11421652,77
1767762157,6000.903447469075,11421682,77
1767762157,5993.835528691609,11421708,77
1767762157,5995.085636774699,11421735,77
1767762157,6007.202068964641,11421762,77
1767762157,6028.2135009765625,11421786,77
1767762157,6051.8213113149,11421810,77
1767762157,6070.044040679932,11421837,77
1767762157,6077.160040537517,11421859,77
1767762157,6072.111527125041,11421884,77
1767762157,6059.177716573079,11421908,77
1767762157,6045.234203338623,11421934,77
1767762157,6036.194960276286,11421955,77
1767762157,6034.512122472127,11421980,77
1767762157,6038.502852121989,11422003,77
1767762157,6043.31096013387,11422022,77
1767762157,6043.359041213989,11422046,77
1767762157,6035.858392715454,11422066,77
1767762157,6022.155284881592,11422088,77
1767762157,6007.730960845947,11422109,77
1767762157,5998.69171778361,11422130,77
1767762157,5998.980204264323,11422149,77
1767762157,6007.875204086304,11422166,77
1767762157,6020.664771397908,11422186,77
1767762157,6030.857960383098,11422205,77
1767762157,6034.031311670939,11422225,77
1767762157,6029.078960418701,11422242,77
1767762157,6019.3665822347,11422261,77
1767762157,6010.808149973552,11422284,77
1767762157,6008.83682568868,11422297,77
1767762157,6015.520095825195,11422315,77
1767762157,6028.021176656087,11422336,77
1767762157,6039.656798044841,11422352,77
1767762157,6043.503284454346,11422374,77
1767762157,6035.6660683949785,11422392,77
1767762157,6017.251014709473,11422407,77
1767762157,5993.787447611491,11422424,77
1767762157,5972.72793451945,11422447,77
1767762157,5960.755745569865,11422467,77
1767762157,5961.092313130696,11422481,77
1767762157,5972.872177759807,11422500,77
1767762157,5992.104609807332,11422521,77
1767762157,6013.500690460205,11422535,77
1767762157,6033.165852228801,11422559,77
1767762157,6049.176851908366,11422576,77
1767762157,6061.2452030181885,11422593,77
1767762157,6069.178581237793,11422615,77
