timestamp,Channel 1,Channel 2,Channel 3
1767761227,5912.2900168101,12561521,115
1767761227,5903.250773747762,12561612,115
1767761227,5893.394152323405,12561702,115
1767761227,5883.008639017741,12561795,115
1767761227,5873.440504074097,12561881,115
1767761227,5868.1996663411455,12561972,115
1767761227,5869.113206863403,12562063,115
1767761227,5874.402125676473,12562154,115
1767761227,5880.796909332275,12562243,115
1767761227,5885.653098424275,12562332,115
1767761227,5889.691909154256,12562423,115
1767761227,5895.557800928752,12562783,115
1767761227,5895.4135576883955,12562869,115
1767761227,5899.500449498494,12562962,115
1767761227,5907.674233118693,12563046,115
1767761227,5918.203989664714,12563140,115
1767761227,5928.877989451091,12563218,115
1767761227,5939.840475718181,12563304,115
1767761227,5949.793259302775,12563393,115
1767761227,5955.851475397746,12563477,115
1767761227,5955.755313237508,12563558,115
1767761227,5950.033664703369,12563643,115
1767761227,5944.071610768636,12563725,115
1767761227,5943.158070246379,12563798,115
1767761227,5949.312448501587,12563884,115
1767761227,5961.380799611409,12563965,115
1767761227,5975.94936688741,12564044,115
1767761227,5990.56601524353,12564120,115
1767761227,6001.576582590739,12564199,115
1767761227,6004.701852798462,12564276,115
1767761227,5998.114744822185,12564353,115
1767761227,5984.45971806844,12564425,115
1767761227,5971.766312917073,12564503,115
1767761227,5967.150529225667,12564575,115
1767761227,5972.920258839925,12564648,115
1767761227,5986.575285593669,12564723,115
1767761227,6002.970933914185,12564797,115
1767761227,6018.453041712443,12564869,115
1767761227,6029.463609059651,12564942,115
1767761227,6032.78120358785,12565015,115
1767761227,6027.059555053711,12565087,115
1767761227,6013.356447219849,12565156,115
1767761227,5995.710690816243,12565227,115
1767761227,5975.94936688741,12565296,115
1767761227,5952.197313308716,12565365,115
1767761227,5922.194719314575,12565436,115
1767761227,5831.706126530965,12565644,115
1767761227,5826.994180679321,12565708,115
1767761227,5839.399099349976,12565781,115
1767761227,5862.3818556467695,12565842,115
1767761227,5885.797341664632,12565910,115
1767761227,5897.6733684539795,12565978,115
1767761227,5889.259179433187,12566044,115
1767761227,5862.526098887126,12566109,115
1767761227,5833.196640014648,12566172,115
1767761227,5828.196207682292,12566235,115
1767761227,5871.805747350057,12566299,115
1767761227,5972.439448038737,12566365,115
1767761227,6116.77885055542,12566421,115
1767761227,6271.503766377767,12566491,115
1767761227,6395.2163855234785,12566547,115
1767761227,6449.9326546986895,12566607,115
1767761227,6414.785385131836,12566669,115
1767761227,6295.784711837769,12566729,115
1767761227,6125.866174697876,12566782,115
1767761227,5955.034097035726,12566834,115
1767761227,5829.253991444905,12566889,115
1767761227,5772.758722305298,12566948,115
1767761227,5782.134532928467,12566995,115
